dealerlocator_id,dealer_name,dealer_address1,dealer_address2,dealer_city,dealer_state,dealer_country,dealer_zip,dealer_phone,dealer_email,dealer_latitude,dealer_longitude,status,created_time,update_time,dealer_fax,dealer_store_status,dealer_group_id,dealer_county,store_google_calendar,dealer_store_number,cms_blocks,closes_cities,closes_zip
2854,"A.C. Moore","Ridgemont Plaza           ","2833 West Ridge Road, Suite 9",Rochester,0,,14626,"(585) 227-6630",,43.2136678,-77.7108686,1,"2013-04-30 01:48:23","2013-04-30 01:48:23",NULL,Open,0,NULL,spc108@acmoore.com,108,NULL,NULL,NULL
2855,"A.C. Moore","Savannah Mall","14045 Abercorn Street Suite 2702",Savannah,0,,31419,"(912) 921-0727",,31.9708128,-81.1586515,1,"2013-04-30 01:48:35","2013-04-30 01:48:35",NULL,Open,0,NULL,spc111@acmoore.com,111,NULL,NULL,NULL
2856,"A.C. Moore","89-89 Union Turnpikje",,"Glendale ",0,,11385,"(718) 846-3718",,40.6980708,-73.8948295,1,"2013-04-30 01:48:54","2013-04-30 01:48:54",NULL,Open,0,NULL,spc112@acmoore.com,112,NULL,NULL,NULL
2857,"A.C. Moore","4250 Electric Road ","Tanglewood Mall",Roanoke,0,,24018,"(540) 725-5324",,37.1967674,-80.0311364,1,"2013-04-30 01:49:07","2013-04-30 01:49:07",NULL,Open,0,NULL,spc113@acmoore.com,113,NULL,NULL,NULL
2858,"A.C. Moore","3559 N Federal Highway","Shopper Haven","Pompano Beach",0,,33064,"(954) 788-0924",,26.2778269,-80.1093570,1,"2013-04-30 01:49:23","2013-04-30 01:49:23",NULL,Open,0,NULL,spc117@acmoore.com,117,NULL,NULL,NULL
2859,"A.C. Moore","Market Square Plaza","720 Jefferson, Road, Suite 500",Rochester,NY,,14623,"(585) 292-5360",,43.0881300,-77.6241660,1,"2013-04-30 01:49:37","2013-04-30 01:49:37",NULL,Open,0,NULL,spc118@acmoore.com,118,NULL,NULL,NULL
2860,"A.C. Moore","Court at Upper Providence","1824 Ridge Pike, Suite 102",Royersford,PA,,19468," (610) 409-0570",,40.1842688,-75.5379639,1,"2013-04-30 01:49:52","2013-04-30 01:49:52",NULL,Open,0,NULL,spc119@acmoore.com,119,NULL,NULL,NULL
2861,"A.C. Moore","Dedham Mall ","346 Providence Highway",Dedham,0,,02026,"(781) 461-2484",,42.2494514,-71.1804988,1,"2013-04-30 01:50:16","2013-04-30 01:50:16",NULL,Open,0,NULL,spc121@acmoore.com,121,NULL,NULL,NULL
2862,"A.C. Moore","1834 Matthews Twp Parkway, Suite 100",,Matthews,0,,28105,"(704) 814-4305",,35.1105564,-80.7103532,1,"2013-04-30 01:50:30","2013-04-30 01:50:30",NULL,Open,0,NULL,spc122@acmoore.com,122,NULL,NULL,NULL
2863,"A.C. Moore","Emerald Place","411 Mary Ester Cut-Off","Ft. Walton Beach",0,,32548,"(850) 244-1743",,30.4034846,-86.6107106,1,"2013-04-30 01:50:42","2013-04-30 01:50:42",NULL,Open,0,NULL,spc123@acmoore.com,123,NULL,NULL,NULL
2865,"A.C. Moore","The Crossroads","351 Loucks Road",York,PA,,17404,"(717) 843-2385",,39.9842349,-76.7393317,1,"2013-03-22 06:56:16","2013-03-22 06:56:16",NULL,Open,0,NULL,spc125@acmoore.com,125,NULL,NULL,NULL
2866,"A.C. Moore","Towne Center          ","970 W Street Rd",Warminster,0,,18991," (215) 672-7360",,40.2100000,-75.1000000,1,"2013-04-30 01:52:10","2013-04-30 01:52:10",NULL,Open,0,NULL,spc126@acmoore.com,126,NULL,NULL,NULL
2867,"A.C. Moore","Stafford Square Shopping Center ","297 Route 72 W.        ",Manahawkin,0,,08050,"(609) 597-0625",,39.7060622,-74.2531465,1,"2013-04-30 01:55:33","2013-04-30 01:55:33",NULL,Open,0,NULL,spc127@acmoore.com,127,NULL,NULL,NULL
2868,A.C.Moore,"Auburn Plaza ","217 Grant Ave",Auburn,0,,13021,"(315) 253-4943",,42.9024331,-76.5719414,1,"2013-04-30 01:56:25","2013-04-30 01:56:25",NULL,Open,0,NULL,spc128@acmoore.com,128,NULL,NULL,NULL
2869,"A.C. Moore","475 - E Simons Run","Wards Crossing West ",Lynchburg,0,,24502,"(434) 582-1634",,37.3466983,-79.2112769,1,"2013-04-30 01:57:25","2013-04-30 01:57:25",NULL,Open,0,NULL,spc130@acmoore.com,130,NULL,NULL,NULL
2870,"A.C. Moore","Parkway, Suite 4","9370 Ben C Pratt Six Mile Cypress","Fort Myers",0,,33966,"(239) 479-5196",,26.5803705,-81.8388297,1,"2013-04-30 01:57:54","2013-04-30 01:57:54",NULL,Open,0,NULL,spc131@acmoore.com,131,NULL,NULL,NULL
2871,"A.C. Moore","14 Crossing Way, #1","Augusta Crossing ",Augusta,0,,04330,"(207) 629-5050",,44.3520015,-69.6923760,1,"2013-04-30 01:58:06","2013-04-30 01:58:06",NULL,Open,0,NULL,spc133@acmoore.com,133,NULL,NULL,NULL
2872,"A.C. Moore","4458 Weston Road",,Davie,0,,33331,"(954) 217-1204",,26.0621374,-80.3769999,1,"2013-04-30 01:58:21","2013-04-30 01:58:21",NULL,Open,0,NULL,spc134@acmoore.com,134,NULL,NULL,NULL
2873,"A.C. Moore","152 Route 73 Suite C",,Voorhees,0,,08043," (856) 768-2742",,39.8383777,-74.9325683,1,"2013-04-30 01:59:15","2013-04-30 01:59:15",NULL,Open,0,NULL,spc135@acmoore.com,135,NULL,NULL,NULL
2874,"A.C. Moore","17 Hampton House Road Suite 6",,Newton,0,,07860,"(973) 940-3022",,41.0461965,-74.8039205,1,"2013-04-30 01:58:38","2013-04-30 01:58:38",NULL,Open,0,NULL,spc138@acmoore.com,138,NULL,NULL,NULL
2875,"A.C. Moore","Oakleaf Town Center","9515 Crosshill Blvd., Suite 109",Jacksonville,0,,32222,"(904) 777-6490",,30.2211093,-81.8279011,1,"2013-04-30 01:57:37","2013-04-30 01:57:37",NULL,Open,0,NULL,spc140@acmoore.com,140,NULL,NULL,NULL
2876,"A.C. Moore","Cross Keys Plaza  ","141 Tuckahoe Road, #160",Sewell,NJ,,08080,"(856) 875-9560",,39.7891108,-75.0552739,1,"2015-09-17 11:32:34","2015-09-17 11:32:34",NULL,Open,0,NULL,spc143@acmoore.com,143,"a:1:{i:0;a:2:{s:8:""block_id"";s:2:""-1"";s:9:""block_url"";s:0:"""";}}",NULL,NULL
2877,"A.C. Moore","Landstown Commons Shopping Center ","3312 Princess Anne Road Suite 817","Virginia Beach",0,,23456,"(757) 468-3024",,36.7358202,-76.0275859,1,"2013-04-30 01:56:56","2013-04-30 01:56:56",NULL,Open,0,NULL,spc147@acmoore.com,147,NULL,NULL,NULL
2878,"A.C. Moore","North East Shopping Center ","9111 Roosevelt Blvd.",Philadelphia,PA,,19114,"(215) 330-0741",,40.0746412,-75.0342766,1,"2013-04-30 01:56:42","2013-04-30 01:56:42",NULL,Open,0,NULL,spc148@acmoore.com,148,NULL,NULL,NULL
2879,"A.C. Moore","1811 NE Pine Island Road",,"Cape Coral",0,,33909,"(239) 458-1409",,26.7209489,-81.9425701,1,"2013-04-30 01:56:11","2013-04-30 01:56:11",NULL,Open,0,NULL,spc149@acmoore.com,149,NULL,NULL,NULL
2880,"A.C. Moore","4330 N 5th St Hwy",,Temple,PA,,19560,"(610) 929-1646",,40.4087042,-75.9215962,1,"2013-05-09 05:10:54","2013-05-09 05:10:54",NULL,Open,0,NULL,spc150@acmoore.com,150,NULL,NULL,NULL
2881,"A.C. Moore","926 Airport Center Drive",,Allentown,PA,,18109,"(610) 596-4007",,40.6189808,-75.5178826,1,"2013-04-30 01:55:45","2013-04-30 01:55:45",NULL,Open,0,NULL,spc151@acmoore.com,151,NULL,NULL,NULL
2882,"A.C. Moore","Building 1 Area C","1041 Beaver Creek Commons Drive",Apex,0,,27502,"(919) 629-2602",,35.7178049,-78.9175088,1,"2013-04-30 01:55:15","2013-04-30 01:55:15",NULL,Open,0,NULL,spc152@acmoore.com,152,NULL,NULL,NULL
2883,"A.C. Moore","110 Park Avenue","Willow Grove Shopping Center ","Willow Grove",PA,,19090,"(215) 392-9450",,40.1439985,-75.1157286,1,"2013-04-30 01:55:03","2013-04-30 01:55:03",NULL,Open,0,NULL,spc153@acmoore.com,153,NULL,NULL,NULL
2884,"A.C. Moore","University Commons ","3040 S. Evans Street #112",Greenville,0,,27834,"(252) 378-3190",,35.6450428,-77.4242972,1,"2013-04-30 01:54:52","2013-04-30 01:54:52",NULL,Open,0,NULL,spc154@acmoore.com,154,NULL,NULL,NULL
2885,"A.C. Moore","Seabound Commons","1120 Seaboard Street","Myrtle Beach",0,,29577,"(843) 213-2070",,33.7070405,-78.8948741,1,"2013-04-30 01:54:38","2013-04-30 01:54:38",NULL,Open,0,NULL,spc155@acmoore.com,155,NULL,NULL,NULL
2886,"A.C. Moore","Taft Corners ","150 Retail Way",Williston,VT,,05495,"(802) 872-7858 ",,44.4437070,-73.1154190,1,"2013-04-30 01:54:24","2013-04-30 01:54:24",NULL,Open,0,NULL,spc156@acmoore.com,156,NULL,NULL,NULL
2887,"A.C. Moore","Upland Square Shopping Center ","160 Upland Square Drive","Pottstown,",0,,19464,"(610) 970-3902",,40.2672473,-75.6091696,1,"2013-04-30 01:54:10","2013-04-30 01:54:10",NULL,Open,0,NULL,spc157@acmoore.com,157,NULL,NULL,NULL
2888,"A.C. Moore","571 Ritchie Highway",,"Severna Park",0,,21146," (443) 261 3088",,39.0817119,-76.5546031,1,"2013-04-30 01:53:56","2013-04-30 01:53:56",NULL,Open,0,NULL,spc158@acmoore.com,158,NULL,NULL,NULL
2889,"A.C. Moore","Ben Franklin ","5007-F Victory Blvd",Yorktown,0,,23693,"(757) 283-5353",,37.1224466,-76.4447397,1,"2013-04-30 01:53:43","2013-04-30 01:53:43",NULL,Open,0,NULL,spc159@acmoore.com,159,NULL,NULL,NULL
2890,"A.C. Moore","Ben Franklin        ","1601 Willow Lawn Drive",Henrico,0,,23230,"(804) 288-2430",,37.5803608,-77.4874049,1,"2013-04-30 01:53:31","2013-04-30 01:53:31",NULL,Open,0,NULL,spc160@acmoore.com,160,NULL,NULL,NULL
2891,"A.C. Moore","Ben Franklin","8524 Patterson Avenue",Henrico,0,,23229,"(804) 740-7306",,37.5843082,-77.5734048,1,"2013-04-30 01:53:18","2013-04-30 01:53:18",NULL,Open,0,NULL,spc161@acmoore.com,161,NULL,NULL,NULL
2892,"A.C. Moore","Ben Franklin","7026 Mechanicsville Turnpike",Mechanicsville,0,,23111,"(804) 746-2832",,37.6032972,-77.2635038,1,"2013-04-30 01:53:04","2013-04-30 01:53:04",NULL,Open,0,NULL,spc162@acmoore.com,162,NULL,NULL,NULL
2893,"A.C. Moore","Ben Franklin  ","3500 Pump Road",Henrico,0,,23233,"(804) 364-2852",,37.6474638,-77.6249734,1,"2013-04-30 01:52:43","2013-04-30 01:52:43",NULL,Open,0,NULL,spc163@acmoore.com,163,NULL,NULL,NULL
2894,"A.C. Moore","9744 Midlothian Turnpike","Ben Franklin",Richmond,0,,23235,"(804) 323-8306",,37.5213394,-77.5734048,1,"2013-04-30 01:52:30","2013-04-30 01:52:30",NULL,Open,0,NULL,spc164@acmoore.com,164,NULL,NULL,NULL
2895,"A.C. Moore","12244 Chattanooga Plaza",,Midlothian,0,,23112,"(804) 744-9423",,37.4470062,-77.6650660,1,"2013-04-30 01:44:12","2013-04-30 01:44:12",NULL,Open,0,NULL,spc165@acmoore.com,165,NULL,NULL,NULL
2901,"A.C. Moore","Staples Plaza  ","3333 Crompond  Rd","Yorktown Hts ",0,,10598,"(914) 734-4450",,41.2868678,-73.7830861,1,"2013-04-30 01:43:42","2013-04-30 01:43:42",NULL,Open,0,NULL,spc029@acmoore.com,29,NULL,NULL,NULL
2903,"A.C. Moore","Watchung Square","1515 Rt. 22 West Suite 21","Watchung ",NJ,,07069,(908)561-6550,,40.6378800,-74.4509863,1,"2013-04-30 01:24:33","2013-04-30 01:24:33",NULL,Open,0,NULL,spc057@acmoore.com,57,NULL,NULL,NULL
2907,"AC Moore ","1725 NW St. Lucie West Blvd.",,"Port St. Lucie",FL,,34986,,,27.3117110,-80.4046033,1,"2013-03-27 05:24:08","2013-03-27 05:24:08",NULL,"Coming Soon",0,NULL,NULL,141,NULL,NULL,NULL
2910,"Test Dealer","East Gate Shopping","Center 1190 Nixon Drive","Mt. Laurel ",NJ,,08054,323423424,test@test.com,39.9395322,-74.96415580000001,1,"2013-05-13 01:11:01","2013-05-13 01:11:01"," 122-222-2222",Open,0,NULL,sdtgf2asb06ogievf4rpe2et1c%40group.calendar.google.com&amp;color=%232952A3&amp;ctz=America%2FLos_Angeles,1212,NULL,NULL,NULL
2915,"A.C. Moore","Deptford Plaza","1120 Hurffville Road","Deptford ",NJ,,08080,323423424,test@test.com,39.837015,-75.08941500000003,1,"2013-05-17 09:10:47","2013-05-17 09:10:47"," 122-222-2222",Open,NULL,NULL,sdtgf2asb06ogievf4rpe2et1c%40group.calendar.google.com&amp;color=%232952A3&amp;ctz=America%2FLos_Angeles,1212,NULL,NULL,NULL
2916,"A.C. Moore","Seaview Square Mall","2325 New Jersey 66","Ocean Township",NJ,,07712,,,40.2321407,-74.04341,0,"2014-04-29 04:27:32","2014-04-29 04:27:32",NULL,"Coming Soon",0,NULL,spc168@acmoore.com,168,NULL,NULL,NULL
2917,"Test Store","123 Test Street",,"Los Angeles",CA,,90045,3105551212,bbern@guidance.com,33.9516114,-118.38757750000002,1,"2014-08-26 05:20:37","2014-08-26 05:20:37",NULL,Open,0,NULL,test@guidance.com,998,NULL,NULL,NULL
2918,Test123,"4134 Del Rey Ave"," ","MARINA DEL REY",CA,,90292," ",jmenn@guidance.com,33.988513,-118.44354820000001,1,"2016-05-11 07:25:33","2016-05-11 07:25:33",NULL,Open,3,NULL,NULL,99999,"a:1:{i:0;a:2:{s:8:""block_id"";s:2:""-1"";s:9:""block_url"";s:0:"""";}}",NULL,NULL
